"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Auckland","Northern",NA,"Percent",0.727272727272727
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.854545454545454
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.892857142857143
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Capital & Coast","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Counties Manukau","Northern",NA,"Percent",0.8
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Hawke's Bay","Central",NA,"Percent",0.84
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Hutt Valley","Central",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.931034482758621
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","MidCentral","Central",NA,"Percent",0.75
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.916666666666667
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Northland","Northern",NA,"Percent",0.74
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",0.8
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Southern","Te Waipounamu",NA,"Percent",0.75
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",1
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.944444444444444
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.932584269662921
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Wairarapa","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Waitematā","Northern",NA,"Percent",0.84375
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","Whanganui","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","Māori ","National","National",NA,"Percent",0.866086956521739
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Auckland","Northern",NA,"Percent",0.933333333333333
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.923076923076923
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Capital & Coast","Central",NA,"Percent",0.928571428571429
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Counties Manukau","Northern",NA,"Percent",0.894736842105263
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Hawke's Bay","Central",NA,"Percent",0.883720930232558
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Hutt Valley","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.84375
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","MidCentral","Central",NA,"Percent",0.90625
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Northland","Northern",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Southern","Te Waipounamu",NA,"Percent",0.620689655172414
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.931034482758621
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.9
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.876923076923077
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Wairarapa","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Waitematā","Northern",NA,"Percent",0.894736842105263
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","Whanganui","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","Māori ","National","National",NA,"Percent",0.896774193548387
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Auckland","Northern",NA,"Percent",0.852941176470588
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.938461538461538
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.956521739130435
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Capital & Coast","Central",NA,"Percent",0.84
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Counties Manukau","Northern",NA,"Percent",0.767857142857143
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Hawke's Bay","Central",NA,"Percent",0.756756756756757
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Hutt Valley","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","MidCentral","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Northland","Northern",NA,"Percent",0.758620689655172
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Southern","Te Waipounamu",NA,"Percent",0.909090909090909
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.736842105263158
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.823529411764706
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Wairarapa","Central",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Waitematā","Northern",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","Whanganui","Central",NA,"Percent",0.9
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","Māori ","National","National",NA,"Percent",0.854545454545454
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Auckland","Northern",NA,"Percent",0.882352941176471
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.953488372093023
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Capital & Coast","Central",NA,"Percent",0.941176470588235
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Counties Manukau","Northern",NA,"Percent",0.871794871794872
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Hawke's Bay","Central",NA,"Percent",0.833333333333333
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Hutt Valley","Central",NA,"Percent",0.888888888888889
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.933333333333333
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","MidCentral","Central",NA,"Percent",0.684210526315789
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.909090909090909
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Northland","Northern",NA,"Percent",0.851063829787234
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Southern","Te Waipounamu",NA,"Percent",0.851851851851852
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.882352941176471
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.909090909090909
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Wairarapa","Central",NA,"Percent",0.8
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Waitematā","Northern",NA,"Percent",0.931034482758621
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","Whanganui","Central",NA,"Percent",0.95
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","Māori ","National","National",NA,"Percent",0.891107078039927
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Auckland","Northern",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.979166666666667
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Capital & Coast","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Counties Manukau","Northern",NA,"Percent",0.859375
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Hawke's Bay","Central",NA,"Percent",0.852941176470588
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Hutt Valley","Central",NA,"Percent",0.8
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.878787878787879
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","MidCentral","Central",NA,"Percent",0.869565217391304
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Northland","Northern",NA,"Percent",0.835616438356164
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Southern","Te Waipounamu",NA,"Percent",0.785714285714286
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.9
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.764705882352941
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Waikato","Te Manawa Taki",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Wairarapa","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Waitematā","Northern",NA,"Percent",0.977272727272727
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","Whanganui","Central",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","Māori ","National","National",NA,"Percent",0.898576512455516
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Auckland","Northern",NA,"Percent",0.80952380952381
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.96969696969697
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.95
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Capital & Coast","Central",NA,"Percent",0.84
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Counties Manukau","Northern",NA,"Percent",0.931506849315068
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Hawke's Bay","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Hutt Valley","Central",NA,"Percent",0.882352941176471
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.96551724137931
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","MidCentral","Central",NA,"Percent",0.903225806451613
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Northland","Northern",NA,"Percent",0.840579710144927
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",0.75
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Southern","Te Waipounamu",NA,"Percent",0.869565217391304
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.95
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.974358974358974
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Wairarapa","Central",NA,"Percent",0.75
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Waitematā","Northern",NA,"Percent",0.8
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","West Coast","Te Waipounamu",NA,"Percent",0.5
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","Whanganui","Central",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","Māori ","National","National",NA,"Percent",0.914965986394558
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Auckland","Northern",NA,"Percent",0.833333333333333
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.896551724137931
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Capital & Coast","Central",NA,"Percent",0.894736842105263
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Counties Manukau","Northern",NA,"Percent",0.85
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Hawke's Bay","Central",NA,"Percent",0.923076923076923
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Hutt Valley","Central",NA,"Percent",0.95
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.95
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","MidCentral","Central",NA,"Percent",0.935483870967742
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Northland","Northern",NA,"Percent",0.779220779220779
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Southern","Te Waipounamu",NA,"Percent",0.888888888888889
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.862068965517241
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.972972972972973
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Wairarapa","Central",NA,"Percent",0.666666666666667
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Waitematā","Northern",NA,"Percent",0.8
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","Whanganui","Central",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","Māori ","National","National",NA,"Percent",0.884615384615385
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Auckland","Northern",NA,"Percent",0.833333333333333
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.883333333333333
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.91304347826087
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Capital & Coast","Central",NA,"Percent",0.84
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Counties Manukau","Northern",NA,"Percent",0.774193548387097
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Hawke's Bay","Central",NA,"Percent",0.921052631578947
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Hutt Valley","Central",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.90625
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","MidCentral","Central",NA,"Percent",0.666666666666667
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.8
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Northland","Northern",NA,"Percent",0.754098360655738
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",0.8
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Southern","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.954545454545455
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.933333333333333
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Wairarapa","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Waitematā","Northern",NA,"Percent",0.925
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","West Coast","Te Waipounamu",NA,"Percent",0.666666666666667
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","Whanganui","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","Māori ","National","National",NA,"Percent",0.862007168458781
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Auckland","Northern",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.738095238095238
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.92
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Capital & Coast","Central",NA,"Percent",0.875
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Counties Manukau","Northern",NA,"Percent",0.842105263157895
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Hawke's Bay","Central",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Hutt Valley","Central",NA,"Percent",0.884615384615385
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Lakes","Te Manawa Taki",NA,"Percent",0.8
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","MidCentral","Central",NA,"Percent",0.833333333333333
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.777777777777778
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Northland","Northern",NA,"Percent",0.675324675324675
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","South Canterbury","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Southern","Te Waipounamu",NA,"Percent",0.782608695652174
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.84
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Taranaki","Te Manawa Taki",NA,"Percent",0.92
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Waikato","Te Manawa Taki",NA,"Percent",0.850746268656716
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Wairarapa","Central",NA,"Percent",0.625
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Waitematā","Northern",NA,"Percent",0.75
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","Whanganui","Central",NA,"Percent",0.866666666666667
"1.2.1","FCT 31 days","2020/21","Jun","2021-06","Māori ","National","National",NA,"Percent",0.821124361158433
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Auckland","Northern",NA,"Percent",0.958333333333333
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.872727272727273
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Canterbury","Te Waipounamu",NA,"Percent",0.945945945945946
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Capital & Coast","Central",NA,"Percent",0.892857142857143
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Counties Manukau","Northern",NA,"Percent",0.85
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Hawke's Bay","Central",NA,"Percent",0.857142857142857
"1.2.1","FCT 31 days","2021/22","Sep","2021-09","Māori ","Hutt Valley","Central",NA,"Percent",0.95
