"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","Taranaki","Te Manawa Taki",NA,"Percent",0.898876404494382
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","Waikato","Te Manawa Taki",NA,"Percent",0.905405405405405
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","Wairarapa","Central",NA,"Percent",0.891891891891892
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","Waitematā","Northern",NA,"Percent",0.91025641025641
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","West Coast","Te Waipounamu",NA,"Percent",0.930232558139535
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","Whanganui","Central",NA,"Percent",0.914285714285714
"1.2.1","FCT 31 days","2018/19","Dec","2018-12","All","National","National",NA,"Percent",0.878781138790036
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Auckland","Northern",NA,"Percent",0.876221498371335
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.874015748031496
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Canterbury","Te Waipounamu",NA,"Percent",0.898345153664303
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Capital & Coast","Central",NA,"Percent",0.93
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Counties Manukau","Northern",NA,"Percent",0.801401869158878
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Hawke's Bay","Central",NA,"Percent",0.871508379888268
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Hutt Valley","Central",NA,"Percent",0.91970802919708
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Lakes","Te Manawa Taki",NA,"Percent",0.926605504587156
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","MidCentral","Central",NA,"Percent",0.815789473684211
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.871508379888268
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Northland","Northern",NA,"Percent",0.73109243697479
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","South Canterbury","Te Waipounamu",NA,"Percent",0.830985915492958
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Southern","Te Waipounamu",NA,"Percent",0.754266211604096
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.952380952380952
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Taranaki","Te Manawa Taki",NA,"Percent",0.900990099009901
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Waikato","Te Manawa Taki",NA,"Percent",0.822115384615385
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Wairarapa","Central",NA,"Percent",0.949152542372881
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Waitematā","Northern",NA,"Percent",0.904867256637168
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","West Coast","Te Waipounamu",NA,"Percent",0.95
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","Whanganui","Central",NA,"Percent",0.876288659793814
"1.2.1","FCT 31 days","2018/19","Mar","2019-03","All","National","National",NA,"Percent",0.856227758007117
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Auckland","Northern",NA,"Percent",0.868589743589744
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.854304635761589
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.896713615023474
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Capital & Coast","Central",NA,"Percent",0.938931297709924
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Counties Manukau","Northern",NA,"Percent",0.81917211328976
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Hawke's Bay","Central",NA,"Percent",0.831521739130435
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Hutt Valley","Central",NA,"Percent",0.900621118012422
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.919191919191919
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","MidCentral","Central",NA,"Percent",0.852272727272727
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.907766990291262
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Northland","Northern",NA,"Percent",0.794573643410853
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.831168831168831
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Southern","Te Waipounamu",NA,"Percent",0.809941520467836
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.970149253731343
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.913793103448276
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.877604166666667
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Wairarapa","Central",NA,"Percent",0.90625
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Waitematā","Northern",NA,"Percent",0.83864118895966
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","West Coast","Te Waipounamu",NA,"Percent",0.888888888888889
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","Whanganui","Central",NA,"Percent",0.899082568807339
"1.2.1","FCT 31 days","2018/19","Jun","2019-06","All","National","National",NA,"Percent",0.864447345517842
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Auckland","Northern",NA,"Percent",0.91640866873065
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.92483660130719
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Canterbury","Te Waipounamu",NA,"Percent",0.924205378973105
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Capital & Coast","Central",NA,"Percent",0.918454935622318
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Counties Manukau","Northern",NA,"Percent",0.831349206349206
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Hawke's Bay","Central",NA,"Percent",0.887323943661972
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Hutt Valley","Central",NA,"Percent",0.875706214689266
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Lakes","Te Manawa Taki",NA,"Percent",0.864406779661017
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","MidCentral","Central",NA,"Percent",0.884615384615385
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.894514767932489
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Northland","Northern",NA,"Percent",0.8
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","South Canterbury","Te Waipounamu",NA,"Percent",0.824561403508772
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Southern","Te Waipounamu",NA,"Percent",0.793956043956044
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.898305084745763
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Taranaki","Te Manawa Taki",NA,"Percent",0.884816753926702
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Waikato","Te Manawa Taki",NA,"Percent",0.909365558912387
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Wairarapa","Central",NA,"Percent",0.916666666666667
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Waitematā","Northern",NA,"Percent",0.901256732495512
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","West Coast","Te Waipounamu",NA,"Percent",0.909090909090909
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","Whanganui","Central",NA,"Percent",0.904109589041096
"1.2.1","FCT 31 days","2019/20","Sep","2019-09","All","National","National",NA,"Percent",0.881118881118881
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Auckland","Northern",NA,"Percent",0.864353312302839
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.909722222222222
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Canterbury","Te Waipounamu",NA,"Percent",0.928057553956835
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Capital & Coast","Central",NA,"Percent",0.925764192139738
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Counties Manukau","Northern",NA,"Percent",0.804008908685969
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Hawke's Bay","Central",NA,"Percent",0.865116279069767
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Hutt Valley","Central",NA,"Percent",0.938650306748466
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Lakes","Te Manawa Taki",NA,"Percent",0.850467289719626
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","MidCentral","Central",NA,"Percent",0.890995260663507
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.930232558139535
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Northland","Northern",NA,"Percent",0.833827893175074
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","South Canterbury","Te Waipounamu",NA,"Percent",0.855555555555556
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Southern","Te Waipounamu",NA,"Percent",0.861413043478261
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.954545454545455
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Taranaki","Te Manawa Taki",NA,"Percent",0.805555555555556
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Waikato","Te Manawa Taki",NA,"Percent",0.875634517766497
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Wairarapa","Central",NA,"Percent",0.954545454545455
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Waitematā","Northern",NA,"Percent",0.888454011741683
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","West Coast","Te Waipounamu",NA,"Percent",0.951219512195122
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","Whanganui","Central",NA,"Percent",0.841463414634146
"1.2.1","FCT 31 days","2019/20","Dec","2019-12","All","National","National",NA,"Percent",0.878199658703072
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Auckland","Northern",NA,"Percent",0.900709219858156
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.864864864864865
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Canterbury","Te Waipounamu",NA,"Percent",0.9075
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Capital & Coast","Central",NA,"Percent",0.885572139303483
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Counties Manukau","Northern",NA,"Percent",0.846428571428571
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Hawke's Bay","Central",NA,"Percent",0.893023255813953
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Hutt Valley","Central",NA,"Percent",0.917431192660551
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Lakes","Te Manawa Taki",NA,"Percent",0.844660194174757
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","MidCentral","Central",NA,"Percent",0.802884615384615
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.886792452830189
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Northland","Northern",NA,"Percent",0.779220779220779
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","South Canterbury","Te Waipounamu",NA,"Percent",0.828571428571429
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Southern","Te Waipounamu",NA,"Percent",0.857938718662953
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.90625
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Taranaki","Te Manawa Taki",NA,"Percent",0.827380952380952
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Waikato","Te Manawa Taki",NA,"Percent",0.908860759493671
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Wairarapa","Central",NA,"Percent",0.892307692307692
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Waitematā","Northern",NA,"Percent",0.8491921005386
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","West Coast","Te Waipounamu",NA,"Percent",0.891891891891892
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","Whanganui","Central",NA,"Percent",0.931034482758621
"1.2.1","FCT 31 days","2019/20","Mar","2020-03","All","National","National",NA,"Percent",0.867707655606159
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Auckland","Northern",NA,"Percent",0.872549019607843
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.943396226415094
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.916455696202532
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Capital & Coast","Central",NA,"Percent",0.921296296296296
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Counties Manukau","Northern",NA,"Percent",0.90632318501171
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Hawke's Bay","Central",NA,"Percent",0.872832369942196
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Hutt Valley","Central",NA,"Percent",0.91812865497076
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.880434782608696
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","MidCentral","Central",NA,"Percent",0.896907216494845
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.883333333333333
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Northland","Northern",NA,"Percent",0.842105263157895
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.875
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Southern","Te Waipounamu",NA,"Percent",0.884210526315789
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.804878048780488
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.895833333333333
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.961764705882353
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Wairarapa","Central",NA,"Percent",0.947368421052632
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Waitematā","Northern",NA,"Percent",0.920168067226891
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","West Coast","Te Waipounamu",NA,"Percent",0.948717948717949
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","Whanganui","Central",NA,"Percent",0.919191919191919
"1.2.1","FCT 31 days","2019/20","Jun","2020-06","All","National","National",NA,"Percent",0.905248159582047
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Auckland","Northern",NA,"Percent",0.891025641025641
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.915824915824916
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Canterbury","Te Waipounamu",NA,"Percent",0.948314606741573
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Capital & Coast","Central",NA,"Percent",0.889867841409692
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Counties Manukau","Northern",NA,"Percent",0.880694143167028
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Hawke's Bay","Central",NA,"Percent",0.921397379912664
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Hutt Valley","Central",NA,"Percent",0.905882352941176
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Lakes","Te Manawa Taki",NA,"Percent",0.92
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","MidCentral","Central",NA,"Percent",0.903361344537815
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.934579439252336
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Northland","Northern",NA,"Percent",0.854406130268199
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","South Canterbury","Te Waipounamu",NA,"Percent",0.926470588235294
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Southern","Te Waipounamu",NA,"Percent",0.854881266490765
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.978260869565217
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Taranaki","Te Manawa Taki",NA,"Percent",0.933962264150943
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Waikato","Te Manawa Taki",NA,"Percent",0.95933014354067
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Wairarapa","Central",NA,"Percent",0.944444444444444
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Waitematā","Northern",NA,"Percent",0.90590405904059
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","West Coast","Te Waipounamu",NA,"Percent",0.931034482758621
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","Whanganui","Central",NA,"Percent",0.851485148514851
"1.2.1","FCT 31 days","2020/21","Sep","2020-09","All","National","National",NA,"Percent",0.907672849915683
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Auckland","Northern",NA,"Percent",0.894444444444444
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.9
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Canterbury","Te Waipounamu",NA,"Percent",0.943529411764706
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Capital & Coast","Central",NA,"Percent",0.843373493975904
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Counties Manukau","Northern",NA,"Percent",0.859504132231405
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Hawke's Bay","Central",NA,"Percent",0.90295358649789
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Hutt Valley","Central",NA,"Percent",0.913705583756345
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Lakes","Te Manawa Taki",NA,"Percent",0.908256880733945
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","MidCentral","Central",NA,"Percent",0.873239436619718
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.895238095238095
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Northland","Northern",NA,"Percent",0.785454545454545
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","South Canterbury","Te Waipounamu",NA,"Percent",0.898550724637681
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Southern","Te Waipounamu",NA,"Percent",0.854320987654321
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.897058823529412
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Taranaki","Te Manawa Taki",NA,"Percent",0.854054054054054
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Waikato","Te Manawa Taki",NA,"Percent",0.945578231292517
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Wairarapa","Central",NA,"Percent",0.91304347826087
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Waitematā","Northern",NA,"Percent",0.906542056074766
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","West Coast","Te Waipounamu",NA,"Percent",0.878048780487805
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","Whanganui","Central",NA,"Percent",0.869230769230769
"1.2.1","FCT 31 days","2020/21","Dec","2020-12","All","National","National",NA,"Percent",0.888221153846154
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Auckland","Northern",NA,"Percent",0.882154882154882
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.850187265917603
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Canterbury","Te Waipounamu",NA,"Percent",0.899749373433584
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Capital & Coast","Central",NA,"Percent",0.885321100917431
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Counties Manukau","Northern",NA,"Percent",0.819634703196347
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Hawke's Bay","Central",NA,"Percent",0.873170731707317
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Hutt Valley","Central",NA,"Percent",0.874213836477987
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Lakes","Te Manawa Taki",NA,"Percent",0.943396226415094
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","MidCentral","Central",NA,"Percent",0.844444444444444
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.912371134020619
"1.2.1","FCT 31 days","2020/21","Mar","2021-03","All","Northland","Northern",NA,"Percent",0.747933884297521
