"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","South Canterbury","Te Waipounamu","Percent",0.2798880447820872
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Southern","Te Waipounamu","Numerator",281
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Southern","Te Waipounamu","Denominator",9942
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Southern","Te Waipounamu","Percent",2.8263930798632066
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Tairāwhiti","Te Manawa Taki","Numerator",84
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Tairāwhiti","Te Manawa Taki","Denominator",2635
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Tairāwhiti","Te Manawa Taki","Percent",3.1878557874762805
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Taranaki","Te Manawa Taki","Numerator",97
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Taranaki","Te Manawa Taki","Denominator",3731
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Taranaki","Te Manawa Taki","Percent",2.5998391852050386
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Waikato","Te Manawa Taki","Numerator",1759
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Waikato","Te Manawa Taki","Denominator",14605
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Waikato","Te Manawa Taki","Percent",12.043820609380349
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Wairarapa","Central","Numerator",38
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Wairarapa","Central","Denominator",1487
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Wairarapa","Central","Percent",2.555480833893746
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Waitematā","Northern","Numerator",4726
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Waitematā","Northern","Denominator",11616
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Waitematā","Northern","Percent",40.68526170798898
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","West Coast","Te Waipounamu","Numerator",33
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","West Coast","Te Waipounamu","Denominator",1161
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","West Coast","Te Waipounamu","Percent",2.842377260981912
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Whanganui","Central","Numerator",1
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Whanganui","Central","Denominator",2156
"6.4","Digital Health FSA","2021/22","Dec","2021-12","All","Whanganui","Central","Percent",0.0463821892393321
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Māori","National","National","Numerator",2543
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Māori","National","National","Denominator",24699
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Māori","National","National","Percent",10.295963399327908
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Other","National","National","Numerator",13671
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Other","National","National","Denominator",120728
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Other","National","National","Percent",11.323802266251407
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Pacific","National","National","Numerator",1997
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Pacific","National","National","Denominator",10001
"6.4","Digital Health FSA","2021/22","Dec","2021-12","Pacific","National","National","Percent",19.96800319968003
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","National","National","Numerator",13101
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","National","National","Denominator",139221
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","National","National","Percent",9.410218286034434
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Auckland","Northern","Numerator",3323
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Auckland","Northern","Denominator",21359
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Auckland","Northern","Percent",15.557844468373988
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Bay of Plenty","Te Manawa Taki","Numerator",841
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Bay of Plenty","Te Manawa Taki","Denominator",7099
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Bay of Plenty","Te Manawa Taki","Percent",11.846738977320749
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Canterbury","Te Waipounamu","Numerator",1135
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Canterbury","Te Waipounamu","Denominator",12643
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Canterbury","Te Waipounamu","Percent",8.97729969152891
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Capital & Coast","Central","Numerator",979
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Capital & Coast","Central","Denominator",11131
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Capital & Coast","Central","Percent",8.795256490881323
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Counties Manukau","Northern","Numerator",1707
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Counties Manukau","Northern","Denominator",11082
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Counties Manukau","Northern","Percent",15.403356794802384
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Hawke's Bay","Central","Numerator",260
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Hawke's Bay","Central","Denominator",4251
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Hawke's Bay","Central","Percent",6.116207951070336
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Hutt Valley","Central","Numerator",109
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Hutt Valley","Central","Denominator",3795
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Hutt Valley","Central","Percent",2.8722002635046113
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Lakes","Te Manawa Taki","Numerator",140
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Lakes","Te Manawa Taki","Denominator",3911
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Lakes","Te Manawa Taki","Percent",3.579647149066735
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","MidCentral","Central","Numerator",174
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","MidCentral","Central","Denominator",7279
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","MidCentral","Central","Percent",2.3904382470119523
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Nelson Marlborough","Te Waipounamu","Numerator",373
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Nelson Marlborough","Te Waipounamu","Denominator",4366
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Nelson Marlborough","Te Waipounamu","Percent",8.543289051763628
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Northland","Northern","Numerator",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Northland","Northern","Denominator",6321
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Northland","Northern","Percent",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Other","Other","Numerator",10
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Other","Other","Denominator",503
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Other","Other","Percent",1.9880715705765408
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","South Canterbury","Te Waipounamu","Numerator",8
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","South Canterbury","Te Waipounamu","Denominator",2564
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","South Canterbury","Te Waipounamu","Percent",0.31201248049922
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Southern","Te Waipounamu","Numerator",441
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Southern","Te Waipounamu","Denominator",9027
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Southern","Te Waipounamu","Percent",4.885343968095713
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Tairāwhiti","Te Manawa Taki","Numerator",145
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Tairāwhiti","Te Manawa Taki","Denominator",2260
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Tairāwhiti","Te Manawa Taki","Percent",6.415929203539823
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Taranaki","Te Manawa Taki","Numerator",80
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Taranaki","Te Manawa Taki","Denominator",3169
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Taranaki","Te Manawa Taki","Percent",2.5244556642473968
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Waikato","Te Manawa Taki","Numerator",1653
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Waikato","Te Manawa Taki","Denominator",12770
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Waikato","Te Manawa Taki","Percent",12.944400939702428
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Wairarapa","Central","Numerator",141
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Wairarapa","Central","Denominator",1361
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Wairarapa","Central","Percent",10.360029390154299
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Waitematā","Northern","Numerator",1534
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Waitematā","Northern","Denominator",11217
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Waitematā","Northern","Percent",13.675670856735312
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","West Coast","Te Waipounamu","Numerator",47
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","West Coast","Te Waipounamu","Denominator",1045
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","West Coast","Te Waipounamu","Percent",4.497607655502392
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Whanganui","Central","Numerator",1
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Whanganui","Central","Denominator",2068
"6.4","Digital Health FSA","2021/22","Mar","2022-03","All","Whanganui","Central","Percent",0.04835589941972921
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Māori","National","National","Numerator",2119
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Māori","National","National","Denominator",21875
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Māori","National","National","Percent",9.686857142857143
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Other","National","National","Numerator",9832
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Other","National","National","Denominator",108410
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Other","National","National","Percent",9.069274052209206
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","National","National","Numerator",1150
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","National","National","Denominator",8936
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","National","National","Percent",12.869292748433303
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","National","National","Numerator",10054
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","National","National","Denominator",147965
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","National","National","Percent",6.794850133477512
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Auckland","Northern","Numerator",2698
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Auckland","Northern","Denominator",24546
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Auckland","Northern","Percent",10.991607593905321
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Bay of Plenty","Te Manawa Taki","Numerator",927
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Bay of Plenty","Te Manawa Taki","Denominator",7318
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Bay of Plenty","Te Manawa Taki","Percent",12.667395463241323
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Canterbury","Te Waipounamu","Numerator",1104
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Canterbury","Te Waipounamu","Denominator",12474
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Canterbury","Te Waipounamu","Percent",8.85040885040885
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Capital & Coast","Central","Numerator",796
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Capital & Coast","Central","Denominator",11442
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Capital & Coast","Central","Percent",6.956825729767522
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Counties Manukau","Northern","Numerator",673
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Counties Manukau","Northern","Denominator",12567
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Counties Manukau","Northern","Percent",5.355295615500915
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Hawke's Bay","Central","Numerator",271
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Hawke's Bay","Central","Denominator",4365
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Hawke's Bay","Central","Percent",6.208476517754868
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Hutt Valley","Central","Numerator",51
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Hutt Valley","Central","Denominator",4118
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Hutt Valley","Central","Percent",1.238465274405051
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Lakes","Te Manawa Taki","Numerator",52
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Lakes","Te Manawa Taki","Denominator",3622
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Lakes","Te Manawa Taki","Percent",1.4356709000552181
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","MidCentral","Central","Numerator",155
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","MidCentral","Central","Denominator",8067
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","MidCentral","Central","Percent",1.921408206272468
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Nelson Marlborough","Te Waipounamu","Numerator",289
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Nelson Marlborough","Te Waipounamu","Denominator",3915
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Nelson Marlborough","Te Waipounamu","Percent",7.381864623243933
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Northland","Northern","Numerator",0
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Northland","Northern","Denominator",6504
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Northland","Northern","Percent",0
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Other","Other","Numerator",18
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Other","Other","Denominator",593
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Other","Other","Percent",3.0354131534569984
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","South Canterbury","Te Waipounamu","Numerator",13
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","South Canterbury","Te Waipounamu","Denominator",2619
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","South Canterbury","Te Waipounamu","Percent",0.4963726613211149
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Southern","Te Waipounamu","Numerator",438
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Southern","Te Waipounamu","Denominator",9731
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Southern","Te Waipounamu","Percent",4.501079025793855
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Tairāwhiti","Te Manawa Taki","Numerator",125
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Tairāwhiti","Te Manawa Taki","Denominator",2566
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Tairāwhiti","Te Manawa Taki","Percent",4.871395167575994
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Taranaki","Te Manawa Taki","Numerator",43
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Taranaki","Te Manawa Taki","Denominator",3346
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Taranaki","Te Manawa Taki","Percent",1.2851165570830843
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Waikato","Te Manawa Taki","Numerator",1130
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Waikato","Te Manawa Taki","Denominator",14121
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Waikato","Te Manawa Taki","Percent",8.002266128461157
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Wairarapa","Central","Numerator",67
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Wairarapa","Central","Denominator",1319
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Wairarapa","Central","Percent",5.079605761940864
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Waitematā","Northern","Numerator",1120
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Waitematā","Northern","Denominator",11724
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Waitematā","Northern","Percent",9.553053565336063
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","West Coast","Te Waipounamu","Numerator",80
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","West Coast","Te Waipounamu","Denominator",1185
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","West Coast","Te Waipounamu","Percent",6.751054852320674
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Whanganui","Central","Numerator",4
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Whanganui","Central","Denominator",1823
"6.4","Digital Health FSA","2021/22","Jun","2022-06","All","Whanganui","Central","Percent",0.21941854086670326
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Māori","National","National","Numerator",1601
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Māori","National","National","Denominator",23541
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Māori","National","National","Percent",6.800900556475936
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Other","National","National","Numerator",7757
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Other","National","National","Denominator",114201
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Other","National","National","Percent",6.7924098738189675
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Pacific","National","National","Numerator",696
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Pacific","National","National","Denominator",10223
"6.4","Digital Health FSA","2021/22","Jun","2022-06","Pacific","National","National","Percent",6.808177638657928
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","National","National","Numerator",7136
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","National","National","Denominator",154326
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","National","National","Percent",4.623977813200627
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Auckland","Northern","Numerator",1850
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Auckland","Northern","Denominator",25610
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Auckland","Northern","Percent",7.223740726278797
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Bay of Plenty","Te Manawa Taki","Numerator",592
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Bay of Plenty","Te Manawa Taki","Denominator",8029
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Bay of Plenty","Te Manawa Taki","Percent",7.373271889400922
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Canterbury","Te Waipounamu","Numerator",647
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Canterbury","Te Waipounamu","Denominator",13050
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Canterbury","Te Waipounamu","Percent",4.957854406130268
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Capital & Coast","Central","Numerator",513
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Capital & Coast","Central","Denominator",11448
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Capital & Coast","Central","Percent",4.481132075471698
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Counties Manukau","Northern","Numerator",556
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Counties Manukau","Northern","Denominator",13458
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Counties Manukau","Northern","Percent",4.131371674840244
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Hawke's Bay","Central","Numerator",113
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Hawke's Bay","Central","Denominator",4797
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Hawke's Bay","Central","Percent",2.355638941004795
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Hutt Valley","Central","Numerator",39
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Hutt Valley","Central","Denominator",3927
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Hutt Valley","Central","Percent",0.9931245225362872
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Lakes","Te Manawa Taki","Numerator",71
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Lakes","Te Manawa Taki","Denominator",3949
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Lakes","Te Manawa Taki","Percent",1.7979235249430237
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","MidCentral","Central","Numerator",176
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","MidCentral","Central","Denominator",8518
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","MidCentral","Central","Percent",2.066212725992017
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Nelson Marlborough","Te Waipounamu","Numerator",338
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Nelson Marlborough","Te Waipounamu","Denominator",4062
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Nelson Marlborough","Te Waipounamu","Percent",8.321024126046282
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Northland","Northern","Numerator",1
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Northland","Northern","Denominator",7426
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Northland","Northern","Percent",0.013466199838405602
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Other","Other","Numerator",7
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Other","Other","Denominator",548
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Other","Other","Percent",1.2773722627737227
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","South Canterbury","Te Waipounamu","Numerator",12
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","South Canterbury","Te Waipounamu","Denominator",2388
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","South Canterbury","Te Waipounamu","Percent",0.5025125628140703
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Southern","Te Waipounamu","Numerator",405
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Southern","Te Waipounamu","Denominator",10194
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Southern","Te Waipounamu","Percent",3.9729252501471453
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Tairāwhiti","Te Manawa Taki","Numerator",35
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Tairāwhiti","Te Manawa Taki","Denominator",2368
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Tairāwhiti","Te Manawa Taki","Percent",1.4780405405405406
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Taranaki","Te Manawa Taki","Numerator",56
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Taranaki","Te Manawa Taki","Denominator",3898
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Taranaki","Te Manawa Taki","Percent",1.4366341713699333
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Waikato","Te Manawa Taki","Numerator",656
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Waikato","Te Manawa Taki","Denominator",13764
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Waikato","Te Manawa Taki","Percent",4.766056378959604
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Wairarapa","Central","Numerator",53
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Wairarapa","Central","Denominator",1458
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Wairarapa","Central","Percent",3.635116598079561
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Waitematā","Northern","Numerator",952
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Waitematā","Northern","Denominator",12277
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Waitematā","Northern","Percent",7.754337378838478
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","West Coast","Te Waipounamu","Numerator",58
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","West Coast","Te Waipounamu","Denominator",1272
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","West Coast","Te Waipounamu","Percent",4.559748427672956
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Whanganui","Central","Numerator",6
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Whanganui","Central","Denominator",1885
"6.4","Digital Health FSA","2022/23","Sep","2022-09","All","Whanganui","Central","Percent",0.3183023872679045
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Māori","National","National","Numerator",1204
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Māori","National","National","Denominator",25660
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Māori","National","National","Percent",4.692127825409197
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Other","National","National","Numerator",5403
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Other","National","National","Denominator",117734
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Other","National","National","Percent",4.58915861178589
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Pacific","National","National","Numerator",529
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Pacific","National","National","Denominator",10932
"6.4","Digital Health FSA","2022/23","Sep","2022-09","Pacific","National","National","Percent",4.839004756677643
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","National","National","Numerator",5950
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","National","National","Denominator",152963
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","National","National","Percent",3.889829566627224
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Auckland","Northern","Numerator",1472
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Auckland","Northern","Denominator",25579
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Auckland","Northern","Percent",5.754720669299034
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Bay of Plenty","Te Manawa Taki","Numerator",269
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Bay of Plenty","Te Manawa Taki","Denominator",7955
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Bay of Plenty","Te Manawa Taki","Percent",3.3815210559396602
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Canterbury","Te Waipounamu","Numerator",657
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Canterbury","Te Waipounamu","Denominator",12888
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Canterbury","Te Waipounamu","Percent",5.097765363128492
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Capital & Coast","Central","Numerator",537
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Capital & Coast","Central","Denominator",11720
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Capital & Coast","Central","Percent",4.581911262798634
"6.4","Digital Health FSA","2022/23","Dec","2022-12","All","Counties Manukau","Northern","Numerator",411
